año,mes,ID Pedido,sku,sku_descripcion,familia,linea_negocio,cantidad,id_ciudad_destino
2019,1,50073203,1000049,PROPYLENE COPOLYMER GRADE 06C30DA,Copolimero Impacto,PP,25.500,PORTO VELHO
2019,1,50073204,6080,400-1NE,PP Ref.Fibra  Vidrio,MB,20.000,Cordoba
2019,1,50073205,6080,400-1NE,PP Ref.Fibra  Vidrio,MB,20.000,Cordoba
2019,1,50073210,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,27.000,Quito
2019,1,50073212,1000196,COPOLIMERO I. 60C55ND BOLSAS 25 KG,Copolimero Impacto,PP,23.000,Guachene
2019,1,50073212,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,10.000,Guachene
2019,1,50073216,1000290,COPOLIMERO R. 07R87 BIG BAG 1000 KG,Copolimero Random,PP,20.000,Zacapu
2019,1,50073217,1000290,COPOLIMERO R. 07R87 BIG BAG 1000 KG,Copolimero Random,PP,20.000,Zacapu
2019,1,50073220,1000290,COPOLIMERO R. 07R87 BIG BAG 1000 KG,Copolimero Random,PP,20.000,Zacapu
2019,1,50073221,1000290,COPOLIMERO R. 07R87 BIG BAG 1000 KG,Copolimero Random,PP,20.000,Zacapu
2019,1,50073225,1000039,Random Copolymer 07R87DB Bag 25 kg,Copolimero Random,PP,10.500,Cambui
2019,1,50073225,1000182,Impact copolymer 20C65NA 25Kg. Bags,Copolimero Impacto,PP,7.500,Cambui
2019,1,50073225,1000204,HOMOPOLYMER 25H35-SB BAGS OF 25 KG,Homopolimero,PP,7.500,Cambui
2019,1,50073227,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,20.000,Santa Rosa Jáuregui
2019,1,50073228,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,20.000,Santa Rosa Jáuregui
2019,1,50073230,1000090,COPOLYMER PROPYLENE 80R90CD BIG BAG 1200,Copolimero Random,PP,24.000,Saint-Placide
2019,1,50073231,1000238,IMPACT COPOLYMER 60C55ND BIG BAG 1200 KG,Copolimero Impacto,PP,24.000,Saint-Placide
2019,1,50073232,1000007,COPOLYMER PROPYLENE 07R87,Copolimero Random,PP,24.750,Sumaré
2019,1,50073234,1000042,COPOLIMERO R. 01R25 BOLSAS 25 KG,Copolimero Random,PP,27.000,Lima
2019,1,50073235,1000212,COPOLIMERO I. 130C80ND BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Lima
2019,1,50073236,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Lima
2019,1,50073240,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,34.000,RIONEGRO
2019,1,50073246,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,15.000,Cuautitlán Izcalli
2019,1,50073246,1000246,COPOLIMERO I. 80C13NA BOLSAS 25 KG,Copolimero Impacto,PP,7.500,Cuautitlán Izcalli
2019,1,50073247,1000046,IMPACT COPOLYMER 01C25,Copolimero Impacto,PP,24.000,Sao Paulo
2019,1,50073247,1000248,HOMOPOLYMER 03H82NA-TAR BAGS OF 25 KG,Homopolimero,PP,1.500,Sao Paulo
2019,1,50073248,1000046,IMPACT COPOLYMER 01C25,Copolimero Impacto,PP,24.000,Sao Paulo
2019,1,50073248,1000248,HOMOPOLYMER 03H82NA-TAR BAGS OF 25 KG,Homopolimero,PP,1.500,Sao Paulo
2019,1,50073250,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,27.000,Buenos Aires
2019,1,50073273,1000220,POLYPROPYLENE 08H85DB-BC Bags 25 Kg,Homopolimero,PP,25.500,Jaboatão dos Guararapes
2019,1,50073274,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,0.025,MARACAY
2019,1,50073274,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,0.025,MARACAY
2019,1,50073277,1000241,COPOLIMERO I. 16C12NA BOLSAS 25 KG,Copolimero Impacto,PP,20.000,Iztacalco
2019,1,50073281,1000292,COPOLIMERO R. 35R80 BIG BAG 1000 KG,Copolimero Random,PP,20.000,San Luis Potosí
2019,1,50073285,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,20.000,Iztacalco
2019,1,50073286,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,20.000,Iztacalco
2019,1,50073290,1000182,COPOLIMERO I. 20C65NA BOLSAS 25 KG,Copolimero Impacto,PP,25.000,Cochabamba
2019,1,50073291,1000049,PROPYLENE COPOLYMER GRADE 06C30DA,Copolimero Impacto,PP,25.500,Manaus
2019,1,50073293,1000042,COPOLIMERO R. 01R25 BOLSAS 25 KG,Copolimero Random,PP,20.000,Villa Rica
2019,1,50073297,1000305,HOMOPOLIMERO 03H83-AV BIG BAG 850 KG,Homopolimero,PP,16.150,CARTAGENA
2019,1,50073300,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,1.000,CARTAGENA
2019,1,50073301,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,16.000,Tibas
2019,1,50073301,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,5.000,Tibas
2019,1,50073301,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,5.000,Tibas
2019,1,50073306,1000001,Homopolymer ref. 01H45,Homopolimero,PP,10.500,Itajai
2019,1,50073306,1000074,HOMOPOLIMERO 40H92-SBC BOLSAS 25 KG,Homopolimero,PP,22.500,Itajai
2019,1,50073306,1000074,HOMOPOLIMERO 40H92-SBC BOLSAS 25 KG,Homopolimero,PP,25.500,Itajai
2019,1,50073306,1000182,Impact copolymer 20C65NA 25Kg. Bags,Copolimero Impacto,PP,12.000,Itajai
2019,1,50073306,1000209,COPOLYMER R. 45R60CD BAGS OF 25 KG,Copolimero Random,PP,3.000,Itajai
2019,1,50073308,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,24.000,Alajuela
2019,1,50073311,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073312,6415,681-9NE,Masterb. Negro B.PP,MB,5.000,Cheshire
2019,1,50073312,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,14.700,Cheshire
2019,1,50073312,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073313,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073314,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073315,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073316,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073317,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073318,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073320,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,26.000,Santo Domingo
2019,1,50073323,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,1,50073327,1000140,HOMOPOLYMER 18H86 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073328,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,24.000,"MOCOCHA, YUCATAN"
2019,1,50073329,1000244,COPOLIMERO I. 25C35-EC BOLSAS 25 KG,Copolimero Impacto,PP,24.000,San Pedro Sula
2019,1,50073331,1000003,HOMOPOLIMERO 02H84ND BOLSAS 25 KG,Homopolimero,PP,1.000,TOCANCIPA
2019,1,50073332,1000034,POLYPROPYLENE 11H01A,Homopolimero,PP,25.500,RECIFE
2019,1,50073336,1000230,COPOLIMERO R. 35R80 BIG BAG 1200 KG,Copolimero Random,PP,26.400,PALMIRA
2019,1,50073337,1000202,HOMOPOLIMERO 08H33 BOLSAS 25 KG,Homopolimero,PP,20.000,Iztacalco
2019,1,50073338,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,0.650,Zona Franca Rionegro Antioquia
2019,1,50073340,1000045,COPOLYMER R. 12R88A BAGS OF 25 KG,Copolimero Random,PP,6.000,Joinville
2019,1,50073340,1000046,IMPACT COPOLYMER 01C25,Copolimero Impacto,PP,1.500,Joinville
2019,1,50073340,1000236,IMPACT COPOLYMER 05C06 BAGS OF 25 KG,Copolimero Impacto,PP,4.500,Joinville
2019,1,50073341,1000220,POLYPROPYLENE 08H85DB-BC Bags 25 Kg,Homopolimero,PP,25.500,CABEDELO
2019,1,50073351,1000069,HOMOPOLIMERO 08H85-1 BOLSAS 25 KG,Homopolimero,PP,26.000,Haina
2019,1,50073355,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,1,50073356,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,1,50073358,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,27.000,San Bernardo
2019,1,50073359,6102,MUESTRAS DE PRODUCTO 3604-7VI,Otros Compuestos,MB,0.003,TOCANCIPA
2019,1,50073359,6102,MUESTRAS DE PRODUCTO 3912-4AZ,Otros Compuestos,MB,0.003,TOCANCIPA
2019,1,50073360,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,27.000,Quito
2019,1,50073361,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,27.000,Guayaquil
2019,1,50073364,1000007,COPOLYMER PROPYLENE 07R87,Copolimero Random,PP,24.750,Sumaré
2019,1,50073365,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,13.500,Caracas
2019,1,50073365,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,13.500,Caracas
2019,1,50073370,1000244,COPOLIMERO I. 25C35-EC BOLSAS 25 KG,Copolimero Impacto,PP,24.000,Villanueva
2019,1,50073371,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,24.000,Antiguo Cuscatlán
2019,1,50073372,1000122,POLYPROPYLENE 20H92N,Homopolimero,PP,25.500,Feira de Santana
2019,1,50073373,1000077,COPOLIMERO I. 25C75N BOLSAS 25 KG,Copolimero Impacto,PP,27.000,General Pacheco
2019,1,50073374,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Lima
2019,1,50073376,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,5.000,Guayaquil
2019,1,50073376,1000216,COPOLIMERO R. 03R45C BOLSAS 25 KG,Copolimero Random,PP,15.000,Guayaquil
2019,1,50073376,1000242,HOMOPOLIMERO 03H83-AV BOLSAS 25 KG,Homopolimero,PP,7.000,Guayaquil
2019,1,50073377,1000199,HOMOPOLYMER 35H35 25 KG. BAGS,Homopolimero,PP,25.500,BRASIL
2019,1,50073378,1000199,HOMOPOLYMER 35H35 25 KG. BAGS,Homopolimero,PP,25.500,BRASIL
2019,1,50073379,1000199,HOMOPOLYMER 35H35 25 KG. BAGS,Homopolimero,PP,25.500,BRASIL
2019,1,50073380,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,4.500,Santo Domingo
2019,1,50073380,1000041,HOMOPOLIMERO 40H92N BOLSAS 25 KG,Homopolimero,PP,10.000,Santo Domingo
2019,1,50073380,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,Copolimero Random,PP,11.500,Santo Domingo
2019,1,50073381,6756,750-8NT,Ayudas de Proceso,MB,3.000,Choloma
2019,1,50073381,1000042,COPOLIMERO R. 01R25 BOLSAS 25 KG,Copolimero Random,PP,13.500,Choloma
2019,1,50073382,1000052,HOMOPOLIMERO 03H82NA-TAR BIG BAG 850 KG,Homopolimero,PP,17.000,Santa Tecla
2019,1,50073383,5044,MASTERBATCH ANTIESTÁTICO 745-2AS,ADITIVOS,MB,0.300,Guayaquil
2019,1,50073385,1000305,HOMOPOLIMERO 03H83-AV BIG BAG 850 KG,Homopolimero,PP,17.000,CARTAGENA
2019,1,50073386,1000305,HOMOPOLIMERO 03H83-AV BIG BAG 850 KG,Homopolimero,PP,15.300,CARTAGENA
2019,1,50073388,1000179,HOMOPOLIMERO 03H83A BIG BAG 850 KG,Homopolimero,PP,1.700,CARTAGENA
2019,1,50073394,1000271,IMPACT COPOLYMER 05C06 BBAG 1250,Copolimero Impacto,PP,25.000,Sorocaba
2019,1,50073395,1000271,IMPACT COPOLYMER 05C06 BBAG 1250,Copolimero Impacto,PP,25.000,Sorocaba
2019,1,50073398,1000297,HOMOPOLIMERO 08H33 BIG BAG 1000 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073399,1000297,HOMOPOLIMERO 08H33 BIG BAG 1000 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073400,1000318,HOMOPOLIMERO 08H85-1 BIG BAG 1000 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073401,1000318,HOMOPOLIMERO 08H85-1 BIG BAG 1000 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073402,1000069,HOMOPOLIMERO 08H85-1 BOLSAS 25 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073403,1000069,HOMOPOLIMERO 08H85-1 BOLSAS 25 KG,Homopolimero,PP,20.000,SILAO
2019,1,50073404,1000170,HOMOPOLYMER 03H82 BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073407,1000170,HOMOPOLYMER 03H82 BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,1,50073408,1000317,COPOLYMER PROPYLENE 80R90C BBAG 980 KG,Copolimero Random,PP,19.600,Cheshire
2019,1,50073409,1000317,COPOLYMER PROPYLENE 80R90C BBAG 980 KG,Copolimero Random,PP,19.600,Cheshire
2019,1,50073412,1000230,COPOLYMER PROPYLENE 35R80 BBAG 1200,Copolimero Random,PP,24.000,Suzhou
2019,1,50073413,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,1,50073414,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,1,50073415,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,1,50073416,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,1,50073417,6102,MUESTRAS DE PRODUCTO 3604-11VI,Otros Compuestos,MB,0.003,TOCANCIPA
